config_type,n,rel_F_RMSE_pct,mean_meV_A,median_meV_A,p90_meV_A,p95_meV_A,max_meV_A,shape_guess
fps_naf_naf_framesv1_recalibrated,10,18.83177610238493,79.79940786365361,81.87973237404208,86.76417589107638,87.43423475956916,88.10429362806194,broad/smooth
fps_naf_naf_pt_framesv1_recalibrated,9,23.569845119675115,74.35532695613631,75.94101760018441,82.76368708593988,82.99252902348054,83.22137096102121,broad/smooth
fps_pt_diss_naf_framesv1_recalibrated,10,40.919145275526986,68.08580397963793,67.112560445996,74.85796463734124,75.97473712161164,77.09150960588202,broad/smooth
fps_pt_diss_wet_framesv1_recalibrated,10,35.806912340887116,50.34741714423309,46.85654226240702,61.98111352785234,63.86036606467795,65.73961860150357,broad/smooth
full_anti_12_initial,1,9.402255638811937,108.28784816134366,108.28784816134366,108.28784816134366,108.28784816134366,108.28784816134366,broad/smooth
full_anti_15_initial,3,8.753388617303912,107.32075775651798,109.79879584557601,110.01009208124965,110.03650411070885,110.06291614016806,broad/smooth
full_anti_9_initial,3,9.329366634699623,118.29814108038147,115.83719795589971,121.76254806458341,122.50321682816887,123.24388559175433,broad/smooth
full_cross_12_initial,7,9.207516356230197,111.5476245440092,110.10423798544649,115.15249732734091,116.5008191625971,117.8491409978533,broad/smooth
full_cross_15_initial,9,9.560536786510797,113.35235922949741,111.66606201277351,116.76606662654179,119.41898878137332,122.07191093620484,broad/smooth
full_cross_9_initial,2,9.99356791475523,117.69592512900701,117.69592512900701,119.05533452427814,119.22526069868704,119.39518687309592,broad/smooth
full_para_0_initial,1,10.957544031144282,130.65682938556557,130.65682938556557,130.65682938556557,130.65682938556557,130.65682938556557,broad/smooth
full_para_12_initial,7,9.563150722666396,113.64265050233764,110.04980114565342,121.34704489688512,122.86553106795748,124.38401723902984,broad/smooth
inoh0.75_optimised_structure,1,60.58991587835072,67.1655596549854,67.1655596549854,67.1655596549854,67.1655596549854,67.1655596549854,broad/smooth
inoh20.75_optimised_structure,1,53.42346161064635,66.30385084465715,66.30385084465715,66.30385084465715,66.30385084465715,66.30385084465715,broad/smooth
inputoh2_optimised_structure,1,66.38816625061733,56.73449563896459,56.73449563896459,56.73449563896459,56.73449563896459,56.73449563896459,broad/smooth
inputptn0.375_optimised_structure,1,25.784983035599144,67.42942480699882,67.42942480699882,67.42942480699882,67.42942480699882,67.42942480699882,broad/smooth
inputvoh_optimised_structure,1,62.40278428735197,52.781245722416394,52.781245722416394,52.781245722416394,52.781245722416394,52.781245722416394,broad/smooth
mptrj_pt,8,6458.394474039659,59.69975748048762,58.16999692652346,129.10643892091434,136.1707723845002,143.23510584808608,broad/smooth
nafbulkdismd_optimised_structure,1,11.657753363057223,72.7703054948462,72.7703054948462,72.7703054948462,72.7703054948462,72.7703054948462,broad/smooth
nafion_single_unit,1,12.34500667473219,124.37541105177897,124.37541105177897,124.37541105177897,124.37541105177897,124.37541105177897,broad/smooth
nafptparticle,1,5.494112214127723,69.74385358859394,69.74385358859394,69.74385358859394,69.74385358859394,69.74385358859394,broad/smooth
nafptparticle_solvated,1,6.93895719535489,61.15948712230971,61.15948712230971,61.15948712230971,61.15948712230971,61.15948712230971,broad/smooth
oc25_pt,17,4.537631434679025,40.27101851801134,27.385278895066875,70.88440669465932,85.5041012338221,85.71458291540037,broad/smooth
pt3o4,1,99.94415117761939,79.29541475077022,79.29541475077022,79.29541475077022,79.29541475077022,79.29541475077022,broad/smooth
pt3o4cell_optimised_structure,1,2.329924889458203,27.955287039758748,27.955287039758748,27.955287039758748,27.955287039758748,27.955287039758748,broad/smooth
pt_particle_optimised_structure,1,1687.1941401555707,11.343156433063113,11.343156433063113,11.343156433063113,11.343156433063113,11.343156433063113,broad/smooth
ptclosenaf0.25_optimised_structure,1,43.3759292333412,72.15330570095246,72.15330570095246,72.15330570095246,72.15330570095246,72.15330570095246,broad/smooth
ptclosenaf0.375_optimised_structure,1,84.28487499205892,64.64802792787162,64.64802792787162,64.64802792787162,64.64802792787162,64.64802792787162,broad/smooth
ptclosenaf1.0_optimised_structure,1,61.746974498685596,72.17633591492806,72.17633591492806,72.17633591492806,72.17633591492806,72.17633591492806,broad/smooth
ptdisnaf_optimised_structure,1,40.68875690715406,50.55950798008541,50.55950798008541,50.55950798008541,50.55950798008541,50.55950798008541,broad/smooth
ptdissolved,1,19.951066526585258,74.90130684068848,74.90130684068848,74.90130684068848,74.90130684068848,74.90130684068848,broad/smooth
ptn0.25_optimised_structure,1,11.786884852877707,72.42857943777234,72.42857943777234,72.42857943777234,72.42857943777234,72.42857943777234,broad/smooth
ptn0.75_optimised_structure,1,69.20797106032468,70.29266877121286,70.29266877121286,70.29266877121286,70.29266877121286,70.29266877121286,broad/smooth
ptn1.0_optimised_structure,1,45.10993816265944,69.93029382664383,69.93029382664383,69.93029382664383,69.93029382664383,69.93029382664383,broad/smooth
ptnafbulkdismd_optimised_structure,1,12.565620962360807,79.86204665625043,79.86204665625043,79.86204665625043,79.86204665625043,79.86204665625043,broad/smooth
ptnoh_optimised_structure,1,61.527841288344135,60.228757533431995,60.228757533431995,60.228757533431995,60.228757533431995,60.228757533431995,broad/smooth
ptnohv_optimised_structure,1,57.75511169307793,66.87981809731268,66.87981809731268,66.87981809731268,66.87981809731268,66.87981809731268,broad/smooth
ptnv_optimised_structure,1,32.885093680151435,64.53052208811394,64.53052208811394,64.53052208811394,64.53052208811394,64.53052208811394,broad/smooth
pto2disnaf_optimised_structure,1,8.160743893063573,52.81093002776923,52.81093002776923,52.81093002776923,52.81093002776923,52.81093002776923,broad/smooth
pto2diss_optimised_structure,1,106.97025876567844,52.763801995049434,52.763801995049434,52.763801995049434,52.763801995049434,52.763801995049434,broad/smooth
ptodisnaf_optimised_structure,1,22.99852734554614,50.63182273554631,50.63182273554631,50.63182273554631,50.63182273554631,50.63182273554631,broad/smooth
ptodiss_optimised_structure,1,142.45026418261125,55.36366388821287,55.36366388821287,55.36366388821287,55.36366388821287,55.36366388821287,broad/smooth
ptohdisnaf_optimised_structure,1,15.540461345876622,57.00032555786825,57.00032555786825,57.00032555786825,57.00032555786825,57.00032555786825,broad/smooth
ptohdiss_optimised_structure,1,217.7504820423816,44.42909206510317,44.42909206510317,44.42909206510317,44.42909206510317,44.42909206510317,broad/smooth
ptparticlenafclose,1,11.476252076552015,74.81726763878383,74.81726763878383,74.81726763878383,74.81726763878383,74.81726763878383,broad/smooth
ptvn0.375_optimised_structure,1,15.673862706069647,71.83225148747945,71.83225148747945,71.83225148747945,71.83225148747945,71.83225148747945,broad/smooth
simple_anti_0_initial,2,10.0761050125817,125.95691444861268,125.95691444861268,127.36256997357853,127.53827691419927,127.71398385482,broad/smooth
simple_anti_12_initial,3,7.959344680904742,87.60091887279218,88.68249497157407,88.85953273063598,88.88166245051872,88.90379217040146,broad/smooth
simple_anti_15_initial,10,7.40111820765225,83.54884023459053,83.57378142268861,88.90892174792631,90.31607263792797,91.72322352792963,broad/smooth
simple_anti_9_initial,2,7.211911817051844,90.65857851823203,90.65857851823203,91.79441520682964,91.93639479290435,92.07837437897905,broad/smooth
simple_cross_12_initial,3,7.071696614466092,84.10667121186893,84.15906936381901,86.2178261080003,86.47517070102295,86.73251529404561,broad/smooth
simple_cross_15_initial,14,6.855566934965566,81.99866159897383,81.93684718129458,86.50206442579196,86.7663700188988,87.07417659280948,broad/smooth
simple_cross_9_initial,4,7.659061434030207,90.1130371775065,90.6995579799705,96.86663645589728,97.90205877331448,98.9374810907317,broad/smooth
simple_naf_optimised_structure,1,71.79795560003507,123.6891390516472,123.6891390516472,123.6891390516472,123.6891390516472,123.6891390516472,broad/smooth
simple_para_0_initial,2,9.690862744630575,124.44653155192384,124.44653155192384,130.16592527081656,130.88084948567817,131.59577370053975,broad/smooth
simple_para_12_initial,22,7.618395772871032,90.11131279775621,89.6058166053671,98.15555991097726,99.80088639559045,101.991226396004,broad/smooth
simple_para_15_initial,2,6.759207000049212,80.69834758584179,80.69834758584179,83.23047875496104,83.54699515110094,83.86351154724085,broad/smooth
simple_para_9_initial,4,7.769019167868861,87.58816448302619,86.32106897908373,92.65971697563344,93.69586362008896,94.73201026454448,broad/smooth
so3pt111,1,5.67001272357211,39.185433582354285,39.185433582354285,39.185433582354285,39.185433582354285,39.185433582354285,broad/smooth
solventbulk,1,44.66047447712644,71.48729600896876,71.48729600896876,71.48729600896876,71.48729600896876,71.48729600896876,broad/smooth
